,permno,edate,cret,car,bhar
459572,21936,2009-09-02,0.2020478186731393,-0.3696980191705007,-0.5439881817392582
459573,21936,2009-09-02,0.19472715849592231,-0.3727881763701517,-0.5460707339152382
459574,21936,2009-09-02,0.1874510822899898,-0.3758783335698027,-0.5481244164439372
459575,21936,2009-09-02,0.18021931853194803,-0.3789684907694537,-0.5501494537057771
459576,21936,2009-09-02,0.17303159735202348,-0.3820586479691047,-0.5521460685689885
459577,21936,2009-09-02,0.16588765052399193,-0.3851488051687557,-0.554114482399257
459578,21936,2009-09-02,0.15878721145516905,-0.3882389623684067,-0.55605491506931
