keydevid,companyid,keydeveventtypeid,announcedate,gvkey
324497856,3031912,25,20160203,015136
324515402,7490189,25,20160202,023555
324528481,205573,25,20160201,023671
324532833,11148420,25,20160203,255959
324543814,94614,25,20160203,010115
324543814,4772350,25,20160203,
324543814,25072337,25,20160203,
324543900,36367670,25,20160203,179731
324556821,292891,25,20160203,008007
324558924,874848,25,20160203,020315
324558924,51699972,25,20160203,
324558924,224919032,25,20160203,
324597519,24937,25,20160203,001690
324622005,527153,25,20160203,133564
324622215,241785161,25,20160204,019084
324625068,409268,25,20160203,222111
324650091,264569789,25,20160204,
324657172,51810279,25,20160203,
324657453,4085228,25,20160203,
324661844,26954160,25,20160203,
324674196,409268,25,20160203,222111
324675351,232018085,25,20160204,
324678218,289194,25,20160204,007435
324678218,5490618,25,20160204,
324724363,282590,25,20160204,006268
324733951,172899,25,20160204,002547
324743318,61027839,25,20160204,292854
324775354,12436039,25,20160205,271467
324775354,26078039,25,20160205,
324792076,410467,25,20160203,015576
324792226,322626335,25,20160203,
324813881,138593,25,20160205,177058
324814652,28565,25,20160205,019398
324814669,876955,25,20160203,016447
324814866,30655,25,20160205,006565
324814866,282225,25,20160205,006304
324814866,324866748,25,20160205,
324816604,285298138,25,20160124,319988
324818509,3531875,25,20160204,
324866184,22105742,25,20160205,
324866917,1535924,25,20160205,
324867451,4217234,25,20160205,
324867585,698779,25,20160205,
324867805,139488,25,20160205,007154
324867917,292891,25,20160205,008007
324868180,24933106,25,20160204,003869
324868212,875295,25,20160204,100054
324910976,30919451,25,20160204,
324923688,261738,25,20160207,003107
325000939,391687,25,20160204,003243
325005043,878709,25,20160208,221762
325007349,663853,25,20160208,
325007349,32761969,25,20160208,
325007349,145349079,25,20160208,
325007349,146008349,25,20160208,
325007349,184469244,25,20160208,
325007349,214531199,25,20160208,
325017078,12532772,25,20160208,271350
325017078,49068649,25,20160208,023856
325018377,301714,25,20160208,020430
325023312,663853,25,20160208,
325023312,7845787,25,20160208,016947
325023312,32761969,25,20160208,
325023312,35131893,25,20160208,
325023312,45571141,25,20160208,
325023312,61753131,25,20160208,
325023312,100058143,25,20160208,
325023312,117091195,25,20160208,
325023312,145349079,25,20160208,
325023312,146008349,25,20160208,
325023312,184469244,25,20160208,
325023312,214531199,25,20160208,
325023312,216736640,25,20160208,
325024283,34207264,25,20160208,
325024787,340196,25,20160208,031887
325024836,49189832,25,20160208,
325030427,4339943,25,20160208,
325030427,7675730,25,20160208,006307
325032028,271362838,25,20160208,022343
325033269,24937,25,20160208,001690
325063327,192089,25,20160208,011649
325072719,21913,25,20160208,007564
325073520,277171,25,20160208,005530
325088574,141647006,25,20160209,015215
325147966,26446,25,20160209,165914
325148268,298968,25,20160209,008873
325153526,23217,25,20160209,012138
325155204,813608,25,20160209,142462
325189856,874687,25,20160205,100894
325197901,295624,25,20160210,008446
325227318,141232,25,20160210,212098
325234553,382645,25,20160208,015509
325244811,11502512,25,20160209,166743
325247891,4245496,25,20160210,004098
325250244,26524,25,20160210,061676
325257889,24937,25,20160210,001690
325262618,6512045,25,20160208,
325263125,4528372,25,20160210,
325265614,61206100,25,20160210,005073
325271716,932510,25,20160208,
325293252,26326897,25,20140305,
325330640,284342,25,20160210,006502
325332646,382645,25,20160210,015509
325348541,26241,25,20160210,064515
325348820,24985251,25,20160210,184040
325350702,874343,25,20160204,101083
325350741,343033,25,20160210,030188
325350741,372741,25,20160210,018329
325351944,305304,25,20160205,004723
325373150,18921,25,20160211,001581
325373150,24937,25,20160211,001690
325373150,100231,25,20160211,009899
325373150,415798,25,20160211,002136
325373150,318983282,25,20160211,
325373180,271867182,25,20160211,021696
325375331,7490189,25,20160211,023555
325384544,10637258,25,20160211,254849
325427484,667151,25,20160211,101155
325427843,274419,25,20160211,005018
325427879,110001,25,20160211,060900
325428294,177031,25,20160212,005047
325428294,85073431,25,20160212,293921
325428455,128739842,25,20160211,170945
325430833,260005529,25,20160211,010121
325431462,35028,25,20160211,024975
325431492,472898,25,20160211,
325434257,18921,25,20160210,001581
325434257,173341,25,20160210,003226
325434257,32856248,25,20160210,
325434471,4204047,25,20160212,
325434698,24937,25,20160211,001690
325434698,100231,25,20160211,009899
325434698,690041,25,20160211,152670
325435261,4282362,25,20160211,
325469831,560953775,25,20160212,
325471543,4080736,25,20160212,
325474776,50132088,25,20160211,
325475365,355397,25,20160211,064125
325475979,20765463,25,20160212,170617
325476715,28236,25,20160212,
325477060,113395498,25,20160212,
325478215,358898,25,20160212,060911
325478435,280420,25,20160213,006135
325482225,9307308,25,20160212,
325482225,99027046,25,20160212,
325482225,129343605,25,20160212,
325482317,527134,25,20160212,137433
325482317,24070934,25,20160212,
325482317,134051958,25,20160212,
325482617,36478,25,20160212,027845
325496934,472898,25,20160212,
325498792,9345682,25,20160212,179413
325498806,47310063,25,20160212,020761
325509388,112692,25,20160212,
325509388,294306,25,20160212,008210
325509412,21671,25,20160211,122614
325510601,92001,25,20160212,001447
325511110,352350,25,20160212,063669
325512041,260005529,25,20160213,010121
325512250,4270163,25,20160212,
325513536,40132015,25,20160213,186345
325513809,246659,25,20160211,
325513935,3109296,25,20160212,107258
325513935,44518872,25,20160212,
325514064,416620,25,20160213,144496
325514115,144524848,25,20160212,035077
325517220,115705393,25,20160212,
325522564,139069762,25,20160211,
325530269,2582196,25,20160213,252378
325535673,29053039,25,20160209,015314
325649794,6099166,25,20160215,015489
325651624,24937,25,20160215,001690
325665549,5828266,25,20160215,206454
325665549,9002611,25,20160215,
325680689,49855182,25,20160215,180475
325733144,162388,25,20160210,
325744594,876290,25,20160216,020684
325745441,399462,25,20160216,121142
325745500,250312,25,20160216,001478
325752573,873669,25,20160216,001262
325762001,4284416,25,20160216,
325762090,9282918,25,20160216,160340
325764234,278614,25,20160213,005786
325764271,145625476,25,20160216,170384
325764524,9609712,25,20160216,258646
325834507,54095052,25,20160217,
325834517,93625,25,20160216,007241
325834517,250388,25,20160216,001487
325882806,162270,25,20160217,008530
325887136,398625,25,20160215,114628
325939805,4191880,25,20160217,
325939805,24933011,25,20160217,
325964304,31158,25,20160217,137310
325964933,681217,25,20160218,100686
325965867,313108,25,20160217,012445
325982358,334622,25,20160218,028877
325983015,260005529,25,20160218,010121
325993512,139813,25,20160218,008264
325994811,5529563,25,20160218,
325994894,138633,25,20160218,216019
326005743,49068649,25,20160218,023856
326006527,30568847,25,20160218,
326006765,4211706,25,20160217,
326078905,874563,25,20160218,100688
326089080,267850,25,20160217,004093
326092992,2557009,25,20160218,166680
326101487,3188605,25,20160218,107354
326105735,8068314,25,20160219,252338
326106515,129335117,25,20160219,
326108704,29004,25,20160219,005169
326108704,33328,25,20160219,008762
326112123,204825464,25,20160217,
326119375,11612126,25,20160217,
326125578,27603970,25,20160219,024176
326167728,312932093,25,20160220,
326167806,655659,25,20160219,004818
326167806,4224955,25,20160219,
326167806,37293004,25,20160219,
326167897,879156,25,20160220,208837
326168103,879908,25,20160219,220509
326168443,23081173,25,20160219,186714
326169300,30868185,25,20160220,
326169695,181274,25,20160219,007250
326174071,248095,25,20160221,001186
326175008,4204488,25,20160127,028539
326217014,875895,25,20160221,103084
326237427,129400598,25,20160216,
326242456,282297757,25,20160218,023354
326243821,26466003,25,20160218,
326258986,23697721,25,20160222,100336
326261516,33541470,25,20160222,177472
326327305,195225,25,20160222,002721
326336045,2495180,25,20160219,177315
326392555,145625476,25,20160222,170384
326401607,27882612,25,20160222,
326402570,226011316,25,20160223,
326404226,26446,25,20160223,165914
326404432,873792,25,20160223,010622
326404432,367274751,25,20160223,
326410050,180017,25,20160223,006574
326410050,208544114,25,20160223,
326410050,214302756,25,20160223,
326412269,1006484,25,20160223,174134
326434245,30195746,25,20160224,256114
326497217,98506,25,20160222,002991
326498945,22510293,25,20160223,
326498945,541659127,25,20160223,
326499045,98889,25,20160222,
326509290,269097445,25,20160224,
326512274,265474093,25,20160223,021451
326531624,36492,25,20160224,145186
326532272,113665065,25,20160224,020644
326533061,268288510,25,20160224,021146
326538756,139677,25,20160224,006266
326540091,370857,25,20160224,002285
326541337,123891,25,20160224,027980
326621555,26642,25,20160224,003144
326621983,256654,25,20160224,013312
326622373,23005,25,20160224,015784
326622373,291222,25,20160224,013294
326622373,416620,25,20160224,144496
326622373,553907,25,20160224,015547
326622373,9344906,25,20160224,
326629827,113630280,25,20160224,
326648998,527694,25,20160223,139025
326651648,13482669,25,20160225,282741
326672020,32821774,25,20160225,284712
326672485,261233469,25,20160219,020344
326757716,40151328,25,20160226,187576
326765685,362889,25,20160224,065106
326765685,257066621,25,20160224,021104
326767608,248432313,25,20160225,
326770550,768440,25,20160226,004060
326772416,117496796,25,20160225,
326774211,120343,25,20160226,101264
326775824,352094,25,20160226,064028
326777230,138633,25,20160225,216019
326780046,4217234,25,20160225,
326789538,340736,25,20160226,060992
326803839,377732,25,20160226,100737
326809605,909519,25,20160226,
326810903,126889,25,20160225,
326843990,29198655,25,20160225,
326844101,410467,25,20160225,015576
326844101,22110425,25,20160225,
326844101,42655033,25,20160225,
326844312,4161846,25,20160224,
326844401,869045,25,20160223,
326846447,874261,25,20160225,100916
326849440,36163,25,20160226,125000
326850207,374847,25,20160224,031717
326853042,24937,25,20160227,001690
326853042,91868,25,20160227,104604
326853089,260005529,25,20160227,010121
326854396,355432,25,20160226,064175
326866184,78887407,25,20160223,
326867713,10403487,25,20160224,
326946900,819915,25,20160229,
326948093,20767160,25,20160229,
326964420,377123,25,20160229,064791
327034023,312795578,25,20160229,026381
327034062,136745965,25,20160301,022178
327041140,779086,25,20160229,
327043258,671599,25,20160229,002018
327050630,212741644,25,20160301,018043
327058225,1588692,25,20160301,
327059773,6512003,25,20160301,
327090544,2929340,25,20160301,106877
327090544,114266782,25,20160301,
327151033,4159864,25,20160301,
327152080,329438,25,20160301,061034
327153141,681218,25,20160301,
327157439,120622,25,20160301,008272
327158369,22973361,25,20160302,273384
327158895,305985,25,20160302,017136
327169551,22385966,25,20160302,012384
327171976,20765463,25,20160302,170617
327172013,21835,25,20160302,012141
327173937,278679,25,20160302,005680
327206742,313055,25,20160302,011259
327235781,34048601,25,20160302,178684
327235781,61233335,25,20160302,
327271597,4211418,25,20160302,281560
327273167,267356319,25,20160302,
327275378,387618,25,20160301,061380
327280648,6842638,25,20160229,
327281931,13064772,25,20160302,334087
327295970,117640612,25,20160303,185234
327301114,5523392,25,20160229,286054
327304087,34600869,25,20160303,019647
327305981,24560989,25,20160302,
327361497,384998,25,20160304,015889
327362794,1006484,25,20160303,174134
327372610,323857,25,20160304,027786
327379314,377732,25,20160303,100737
327392795,102250,25,20160303,
327392795,6812023,25,20160303,
327394216,138553029,25,20160229,
327395360,13640156,25,20160304,
327396790,632509,25,20160303,101043
327397145,247173838,25,20160303,
327424076,246718,25,20160301,
327424089,106335,25,20160304,004839
327437764,36602,25,20160304,024893
327438040,874261,25,20160304,100916
327439001,135506,25,20160304,002019
327441788,2220353,25,20160304,
327441788,252868148,25,20160304,
327443606,378060,25,20160305,066366
327444038,921499,25,20160304,
327444097,278679,25,20160304,005680
327453865,312932093,25,20160304,
327476721,254131,25,20160303,002044
327476721,25554420,25,20160303,
327482225,883197,25,20160305,122017
327483144,117799354,25,20160304,
327483892,28071,25,20160305,063645
327486431,406338,25,20160304,004503
327535610,97518,25,20160306,
327536823,876635,25,20160306,108326
327537374,20948507,25,20160307,205009
327538273,41597559,25,20160306,289488
327543109,414005,25,20160307,125378
327543692,2420919,25,20160307,249999
327562026,24937,25,20160307,001690
327563198,375780,25,20160307,018636
327564814,29618,25,20160307,
327564832,32710,25,20160307,018699
327578591,49068649,25,20160307,023856
327582447,598807,25,20160307,015724
327582447,874261,25,20160307,100916
327582447,916440,25,20160307,
327636836,4058367,25,20160307,220579
327638049,12827020,25,20160307,
327638049,24792150,25,20160307,
327641746,127684030,25,20160307,
327656090,392371,25,20160307,019824
327656090,81848505,25,20160307,
327666261,370857,25,20160308,002285
327666286,874261,25,20160308,100916
327668476,323857,25,20160308,027786
327679778,26446,25,20160307,165914
327687263,58014952,25,20160308,
327713772,1340740,25,20160308,001300
327719101,4877141,25,20160307,
327742825,47063987,25,20160308,265008
327772063,259280,25,20160308,002812
327778683,40258352,25,20160307,
327779285,36367670,25,20160308,179731
327781372,25673,25,20160309,014650
327781372,22967487,25,20160309,171007
327794207,563937,25,20160307,015634
327794233,340736,25,20160309,060992
327795289,26503263,25,20160309,
327795982,878395,25,20160309,203076
327797217,390978,25,20160309,063412
327802177,59748536,25,20160309,
327803625,528319,25,20160309,140261
327824934,329376,25,20160309,009783
327824934,388590,25,20160309,109683
327824938,22967487,25,20160310,171007
327824938,273983758,25,20160310,026156
327824948,171696118,25,20160309,
327827190,3027777,25,20160309,011188
327829966,27444752,25,20160309,184996
327837763,335883,25,20160309,030710
327839139,248270,25,20160309,011749
327845643,278679,25,20160309,005680
327846546,528325,25,20160309,
327851149,407863,25,20160309,028027
327873907,326068692,25,20160309,
327874296,345779,25,20160309,029955
327874296,315863868,25,20160309,
327893574,1060178,25,20160310,135911
327893813,38575044,25,20160310,164407
327899034,28895292,25,20160310,017350
327916820,172899,25,20160310,002547
327918165,252717,25,20160310,024113
327925057,258181,25,20160310,020548
327948127,100231,25,20160310,009899
327953572,33539685,25,20160310,177780
327958294,873702,25,20160310,100302
327961771,100410633,25,20160310,185355
327962903,22236226,25,20160311,163921
327965763,49161798,25,20160311,
328004761,5554014,25,20160311,
328008754,29807922,25,20160310,
328008972,144524848,25,20160311,035077
328009938,256173227,25,20160310,
328011751,28677093,25,20160310,
328013160,22639462,25,20160311,
328016033,173341,25,20160311,003226
328024032,215602868,25,20160311,
328030293,4220895,25,20160311,013451
328030293,4273098,25,20160311,
328032582,22275052,25,20160311,024508
328033967,320333,25,20160311,024720
328038922,389549,25,20160311,106676
328042339,8598029,25,20160311,158354
328047382,19053,25,20160311,015580
328047382,1230570,25,20160311,
328047382,40133111,25,20160311,
328120165,1035237,25,20160311,141720
328151897,874859,25,20160314,200575
328151897,128166937,25,20160314,
328178924,92768,25,20160310,003105
328189853,40132015,25,20160314,186345
328189910,116249991,25,20160314,
328197404,27862,25,20160314,114524
328198235,162270,25,20160314,008530
328198495,11148420,25,20160314,255959
328201393,241785161,25,20160314,019084
328201393,259659440,25,20160314,022119
328204420,253188908,25,20160314,
328204420,284804436,25,20160314,
328213521,1063618,25,20160314,
328213521,1340740,25,20160314,001300
328216984,261738,25,20160314,003107
328217333,333835,25,20160315,031122
328229027,100410633,25,20160315,185355
328235885,528414,25,20160314,140760
328267136,340736,25,20160311,060992
328276270,8353384,25,20160314,105614
328289914,4508982,25,20160315,232124
328308463,377732,25,20160315,100737
328325527,38707167,25,20160315,
328327468,361617,25,20160315,005379
328327555,35962803,25,20160315,018872
328329226,4432714,25,20150315,
328329226,273513131,25,20150315,
328361907,61206100,25,20160315,005073
328364677,223373962,25,20160315,
328411534,1446714,25,20160315,
328412204,271135,25,20160315,004601
328412204,271199,25,20160315,015208
328416357,620281,25,20160316,
328419684,3121016,25,20160315,012312
328421897,30814,25,20160316,
328421897,139677,25,20160316,006266
328421897,22710347,25,20160316,
328440294,33715,25,20160316,023812
328440294,5477905,25,20160316,
328484180,100231,25,20160316,009899
328484281,33328,25,20160316,008762
328485511,33328,25,20160316,008762
328492139,61772150,25,20160316,020330
328508034,249841,25,20160317,001380
328508034,4306444,25,20160317,
328508357,876955,25,20160315,016447
328510548,36661797,25,20160317,
328548872,352350,25,20160315,063669
328551460,24937,25,20160317,001690
328559476,8032441,25,20160317,160291
328560103,91800,25,20160317,062634
328560606,282559138,25,20160316,
328570970,139677,25,20160317,006266
328632536,90396,25,20160318,
328632536,7664892,25,20160318,
328640718,22236226,25,20160318,163921
328651143,90396,25,20160318,
328665998,416620,25,20160318,144496
328666186,323899,25,20160318,012673
328672958,284766,25,20160318,006543
328673045,270254,25,20160318,030328
328673684,28973179,25,20160318,018306
328673765,6922229,25,20160318,
328676092,31380,25,20160319,007251
328676172,272285,25,20160318,004699
328676184,23353262,25,20160318,
328678519,6464151,25,20160318,186681
328704252,8083027,25,20160317,
328757981,274419,25,20160319,005018
328758934,396922,25,20160319,118267
328778763,31380,25,20160321,007251
328778841,3109907,25,20160319,001745
328786606,331356,25,20160321,029679
328788093,49855182,25,20160321,180475
328788244,290602,25,20160321,013765
328788244,224368682,25,20160321,
328789142,432063,25,20160321,007392
328790308,723018,25,20160321,176780
328791124,317975,25,20160321,025356
328791682,253132,25,20160321,001920
328791682,6461630,25,20160321,
328791811,33539685,25,20160321,177780
328791984,279513,25,20160321,005742
328791984,695983,25,20160321,
328791984,3062378,25,20160321,155970
328791984,59205422,25,20160321,
328805221,171649,25,20160321,002444
328805221,330311696,25,20160321,
328805262,104673,25,20160321,010903
328805262,4212736,25,20160321,
328805262,27695625,25,20160321,
328805262,27713266,25,20160321,
328805262,141274824,25,20160321,
328833156,8032486,25,20160321,
328839558,25695382,25,20160321,023423
328843334,290203,25,20160321,007637
328852345,27650657,25,20160322,025529
328862790,24937,25,20160322,001690
328862790,91868,25,20160322,104604
328867684,348835,25,20160322,063083
328867684,306067933,25,20160322,
328875520,1975407,25,20160322,020884
328887524,378060,25,20160322,066366
328889406,22560580,25,20160321,
328902971,112350,25,20160322,006066
328903270,29002,25,20160322,024856
328917912,34120092,25,20160323,178519
328935125,270961,25,20160322,004640
328945379,2584385,25,20160323,271733
328960124,4373805,25,20160323,178806
328960132,141399421,25,20160323,
328982278,6820966,25,20160323,
328987129,876853,25,20160323,100250
328988645,3128005,25,20160323,
328989291,874828,25,20160323,104607
328989291,2481334,25,20160323,104606
328997120,19049,25,20160323,007647
328997120,21803,25,20160323,007267
328997137,33328,25,20160323,008762
328997145,394466,25,20160322,002410
329011274,30300,25,20160323,024040
329011274,288502,25,20160323,007257
329014367,262241549,25,20160323,025348
329016648,377732,25,20160323,100737
329032547,22595942,25,20160322,
329032547,111314384,25,20160322,170639
329038464,190636,25,20160323,010793
329043227,197012,25,20160322,027794
329049664,9345682,25,20160324,179413
329050779,5494822,25,20160324,318847
329053714,273983758,25,20160323,026156
329053751,249925,25,20160324,002055
329057516,327735,25,20160324,029082
329083449,377732,25,20160324,100737
329083849,25447,25,20160324,021487
329084323,6139568,25,20160324,
329086009,264625,25,20160324,
329087072,343033,25,20160324,030188
329098682,1259829,25,20160322,
329112537,29002,25,20160325,024856
329113669,3040180,25,20160325,279281
329114896,874051,25,20160324,102234
329114896,3748359,25,20160324,243652
329114896,5471363,25,20160324,242577
329114896,5490263,25,20160324,
329114896,8032555,25,20160324,
329126019,3034175,25,20160323,015077
329126019,7957519,25,20160323,
329126541,323899,25,20160325,012673
329129377,109131,25,20160323,008290
329132750,28895292,25,20160325,017350
329135990,2482725,25,20160325,200935
329140583,3768278,25,20160325,
329153567,1825362,25,20160325,147639
329154424,26893,25,20160325,003362
329154631,61967803,25,20160325,185291
329154738,269895,25,20160325,004476
329269787,291331,25,20160322,019113
329283089,248432313,25,20160328,
329289343,256654,25,20160328,013312
329293375,297850,25,20160328,008717
329293892,260005529,25,20160328,010121
329299132,3759074,25,20160329,
329300166,693365,25,20160328,
329300166,4469810,25,20160328,
329307747,34745,25,20160328,025434
329307921,35013,25,20160328,142814
329307921,145040293,25,20160328,322661
329307921,422119963,25,20160328,
329354809,39453852,25,20160328,287919
329367470,383101,25,20160329,109185
329367470,966196,25,20160329,
329367470,4589580,25,20160329,
329367651,799611,25,20160329,
329369669,4280701,25,20160329,
329373552,311199688,25,20160329,
329381482,33493,25,20160329,024800
329383824,19049,25,20160329,007647
329383824,292891,25,20160329,008007
329383824,323899,25,20160329,012673
329383824,382645,25,20160329,015509
329383824,391687,25,20160329,003243
329383824,398625,25,20160329,114628
329383824,405739,25,20160329,028838
329383824,410467,25,20160329,015576
329383824,416620,25,20160329,144496
329383824,472898,25,20160329,
329383824,563937,25,20160329,015634
329383824,658776,25,20160329,002968
329383824,873976,25,20160329,015532
329383824,1288232,25,20160329,015613
329384198,4205285,25,20160329,
329391382,6757990,25,20160329,017934
329407047,377732,25,20160329,100737
329407402,1266531,25,20160329,162140
329429377,174438,25,20160329,003813
329448388,36848615,25,20160329,178405
329465321,759113,25,20160329,148410
329499568,108672,25,20160330,
329500686,292891,25,20160330,008007
329506289,99674,25,20160330,
329506289,118629730,25,20160330,066228
329507059,231023230,25,20160330,319197
329515041,29053039,25,20160329,015314
329515186,182827764,25,20160329,
329516672,140901761,25,20160329,170788
329518408,46955077,25,20160329,
329523695,4249564,25,20160327,
329523695,28688621,25,20160327,026147
329526582,312932093,25,20160330,
329528566,348016,25,20160330,062990
329530782,26721,25,20160330,
329530782,991598,25,20160330,
329530782,26957393,25,20160330,
329531484,11716263,25,20160330,
329531484,23929122,25,20160330,
329531484,23943251,25,20160330,
329664703,346489,25,20160331,007566
329664730,8377466,25,20160331,
329665089,13717903,25,20160330,298317
329666344,241785161,25,20160329,019084
329666344,248432313,25,20160329,
329666344,259659440,25,20160329,022119
329666359,3152324,25,20160329,004798
329668757,1035143,25,20160330,
329676487,59274026,25,20160330,184339
329681200,165266,25,20160329,
329681480,377123,25,20160331,064791
329685477,157028,25,20160331,
329689104,36478,25,20160331,027845
329690964,47014433,25,20160331,185276
329709358,261950,25,20160331,003218
329718873,2831467,25,20160331,
329718947,340736,25,20160331,060992
329718947,264707946,25,20160331,020739
329719085,284342,25,20160331,006502
329786441,27194,25,20160331,125276
329786648,97799,25,20160331,062525
329793958,739764,25,20160401,
329793958,284804436,25,20160401,
329805042,28071,25,20160401,063645
329813368,7827211,25,20160329,
329817361,266610027,25,20160331,
329822532,7702894,25,20160331,
329827691,173341,25,20160401,003226
329827708,8031520,25,20160401,
329838464,269706,25,20160401,004439
329838464,11294930,25,20160401,
329839785,329438,25,20160401,061034
329843282,127694719,25,20160401,018383
329843554,36478,25,20160401,027845
329843554,406896,25,20160401,061745
329843554,966196,25,20160401,
329843554,2831467,25,20160401,
329843554,5555431,25,20160401,
329843554,27222286,25,20160401,
329844531,39583812,25,20160331,
329845137,312795578,25,20160401,026381
329845237,117345369,25,20160331,
329868980,472898,25,20160401,
329976172,3777611,25,20160403,
329977087,127694719,25,20160404,018383
329991737,34333325,25,20160404,177629
329991737,60288110,25,20160404,
330000317,91868,25,20160330,104604
330000317,142747,25,20160330,005650
330000317,320433,25,20160330,007114
330000317,873792,25,20160330,010622
330000317,879409,25,20160330,104608
330026625,26290,25,20160404,002846
330026625,665704,25,20160404,245207
330026718,5522433,25,20160401,207950
330029286,4220911,25,20160404,
330030832,3162825,25,20160404,020529
330031116,39309053,25,20160404,
330031528,44006094,25,20160404,294932
330034220,370857,25,20160404,002285
330034318,292891,25,20160404,008007
330034434,323857,25,20160404,027786
330040069,264707946,25,20160405,020739
330040335,394466,25,20160404,002410
330057388,745257,25,20160404,241637
330068859,337666,25,20160404,031224
330069579,928736,25,20160404,001245
330070524,762525,25,20160404,
330072034,883197,25,20160404,122017
330102267,345779,25,20160405,029955
330108217,98446,25,20160404,
330108217,982310,25,20160404,
330108217,2376617,25,20160404,
330108217,2402890,25,20160404,
330111415,100231,25,20160405,009899
330111732,35418,25,20160405,138608
330119065,35312,25,20160405,024216
330137926,8033989,25,20160405,
330142162,3767910,25,20160329,
330142370,26241,25,20160405,064515
330142436,129623404,25,20160405,
330156760,35303,25,20160405,010519
330180408,40132015,25,20160405,186345
330180818,5523392,25,20160405,286054
330183493,24389506,25,20160406,274429
330189723,107782,25,20160405,
330223488,62702188,25,20160404,019773
330224173,6411769,25,20160405,270885
330224173,32506970,25,20160405,
330229570,79327068,25,20160405,
330229570,252618184,25,20160405,
330240900,517056,25,20160406,065379
330244840,23812789,25,20160406,165649
330245578,19007,25,20160406,001976
330245578,177698,25,20160406,005439
330246683,3110154,25,20160406,106686
330255725,768440,25,20160406,004060
330268570,768440,25,20160406,004060
330281907,691780,25,20160406,014291
330288373,874424,25,20160406,100488
330290015,377732,25,20160406,100737
330291873,6812023,25,20160406,
330315391,5638125,25,20160406,
330315391,244751971,25,20160406,
330328417,259969863,25,20160406,
330329494,298968,25,20160405,008873
330329685,4931317,25,20160405,
330330399,677433,25,20160405,015645
330350888,20342789,25,20160407,258670
330354790,236896964,25,20160407,
330354790,246882030,25,20160407,
330359040,3759121,25,20160407,
330386685,49857869,25,20160408,317482
330408152,516026,25,20160407,
330414343,144524848,25,20160407,035077
330419052,4212056,25,20160407,
330420725,313055,25,20160408,011259
330423616,24937,25,20160407,001690
330430593,831552,25,20160407,185624
330432219,4184697,25,20160408,
330441629,2728173,25,20160408,002370
330442959,248607529,25,20160408,
330444468,61206100,25,20160407,005073
330444851,108116523,25,20160408,
330445001,374847,25,20160408,031717
330445578,1006484,25,20160408,174134
330445768,120622,25,20160408,008272
330448843,6569181,25,20160408,179621
330454429,25234,25,20160408,017811
330455709,19109,25,20160408,011856
330475089,334108,25,20160408,029246
330475089,334862,25,20160408,029282
330477854,27603970,25,20160408,024176
330508823,51971624,25,20160408,
330509204,2557009,25,20160408,166680
330509229,417206,25,20160408,010984
330509441,876919,25,20160408,025369
330519064,98045865,25,20160409,187549
330532197,319676,25,20160409,019661
330550548,6178351,25,20160410,
330644441,826449,25,20160407,028409
330709103,292891,25,20160411,008007
330709387,32710,25,20160411,018699
330723682,100410633,25,20160412,185355
330728710,240633340,25,20160412,
330769755,23710763,25,20160225,
330771584,22728640,25,20160411,
330774892,108957313,25,20160411,
330774892,278689022,25,20160411,
330838417,35105109,25,20160412,014031
330838442,23185568,25,20160411,
330838465,398625,25,20160411,114628
330853058,36623,25,20160407,144009
330853209,32876232,25,20160411,
330884845,131696,25,20160412,
330886236,245212176,25,20160412,339281
330899270,10636064,25,20160412,
330930439,136745965,25,20160412,022178
330981166,877348,25,20160412,104089
330981683,345867,25,20160413,028286
330981683,10654493,25,20160413,284139
330991605,24321,25,20160412,012540
331031011,864032,25,20160413,186392
331031091,765496,25,20160413,221636
331043976,258823,25,20160413,013498
331047604,51181574,25,20160413,
331056306,18833,25,20160413,184254
331056306,4277008,25,20160413,184807
331056306,303352874,25,20160413,
331056306,330245201,25,20160413,
331056306,330406638,25,20160413,
331061046,3007933,25,20160413,
331061046,6712285,25,20160413,
331061046,330928301,25,20160413,
331065790,25673,25,20160413,014650
331065790,22967487,25,20160413,171007
331066869,274715,25,20160413,005071
331068644,876653,25,20160414,025092
331079250,58010068,25,20160414,
331110416,26971641,25,20160413,
331111324,340196,25,20160413,031887
331125008,6330458,25,20160414,170335
331125269,1873662,25,20160414,
331125515,3532415,25,20160414,
331125515,4166350,25,20160414,
331126553,116249991,25,20160414,
331127106,1006484,25,20160414,174134
331131864,7943273,25,20160414,
331132147,241540136,25,20160413,
331135309,222592629,25,20160414,
331136982,25095713,25,20160414,
331146826,280274087,25,20160414,
331147377,6565801,25,20160414,163669
331162089,23812789,25,20160414,165649
331173042,118808498,25,20160411,
331174729,39659159,25,20160413,
331188320,261738,25,20160414,003107
331191910,3162310,25,20160415,148130
331194046,207213397,25,20160415,
331202505,410467,25,20160415,015576
331233053,960966,25,20160415,
331234198,873902,25,20160416,019043
331234198,4330870,25,20160416,
331234198,6450476,25,20160416,
331234229,271329,25,20160415,004608
331234465,8835628,25,20160416,270225
331234905,59274026,25,20160416,184339
331278166,313055,25,20160417,011259
331278544,4038788,25,20160418,240944
331299061,286743412,25,20160417,023247
331325031,317668,25,20160418,025167
331360947,4922581,25,20160419,
331384487,97799,25,20160418,062525
331399948,31093589,25,20160418,
331404716,139677,25,20160418,006266
331410654,24937,25,20160419,001690
331410654,263484004,25,20160419,
331412464,59080165,25,20160419,018975
331412967,3103238,25,20160419,105334
331421759,33328,25,20160416,008762
331422036,117094594,25,20160419,
331422162,333835,25,20160418,031122
331439324,91326,25,20160419,027873
