keydevid,companyid,keydeveventtypeid,announcedate,gvkey
1371388,284038,25,20050228,006598
1371400,268053,25,20050228,004087
1371465,20685214,25,20050224,
1371476,874677,25,20050216,019846
1371651,5495220,25,20050216,
1371651,20757704,25,20050216,
1371908,527153,25,20050301,133564
1371954,354600,25,20050301,063054
1371993,1040441,25,20050301,
1371993,6711754,25,20050301,
1372072,694452,25,20050217,
1372099,393697,25,20050225,115872
1372153,28186,25,20050301,064314
1372209,4182189,25,20050220,
1372333,873652,25,20050225,015356
1372346,20729156,25,20050301,
1372501,661718,25,20050222,008159
1372645,955699,25,20050214,
1372653,10642283,25,20050226,160855
1372669,300286,25,20050226,009142
1372682,4493329,25,20050216,231856
1372775,4224792,25,20050228,
1372781,2561392,25,20050228,148291
1373168,7728591,25,20050216,
1373210,298893,25,20050301,008872
1373228,121545,25,20050301,010588
1373458,681099,25,20050228,
1373483,873829,25,20050222,032670
1373639,108856,25,20050223,005606
1373647,661651,25,20050223,224886
1373718,650516,25,20050223,015289
1373858,859161,25,20050225,
1373882,299081,25,20050228,014403
1373882,3552758,25,20050228,
1373919,36235,25,20050224,024344
1374107,336774,25,20050302,028272
1374112,92274,25,20050302,113491
1374121,175265,25,20050302,004199
1374121,250484,25,20050302,014565
1374572,413817,25,20050302,064835
1374738,20786230,25,20050302,
1374744,391687,25,20050302,003243
1374996,34378,25,20050301,029389
1375117,24689,25,20050302,025056
1375117,867213,25,20050302,
1375155,3605990,25,20050302,160254
1375229,20800113,25,20050203,
1375274,20741972,25,20050302,
1375309,29726,25,20050302,024468
1375396,339257,25,20050302,024689
1375404,112517,25,20050302,126599
1375418,250312,25,20050228,001478
1375499,885779,25,20050303,143912
1375605,391687,25,20050301,003243
1375607,20800712,25,20050216,
1375607,20800717,25,20050216,
1375614,307400,25,20050303,012212
1375685,105448,25,20050301,132740
1375685,289030,25,20050301,007343
1375696,308047,25,20050222,014538
1375696,878399,25,20050222,207045
1375700,237420,25,20050222,148149
1375700,7936315,25,20050222,245668
1375700,20701499,25,20050222,
1375748,142318,25,20050303,147200
1375748,700891,25,20050303,
1376057,1022223,25,20050301,004840
1376067,377097,25,20050303,065343
1376093,2329319,25,20050204,
1376093,8226990,25,20050204,
1376126,4585866,25,20050303,
1376154,19049,25,20050303,007647
1376174,29374,25,20050301,012589
1376210,108522,25,20050303,007506
1376219,18749,25,20050303,064768
1376220,27862,25,20050303,114524
1376395,473342,25,20050301,007065
1376436,36197,25,20050225,063385
1377314,300286,25,20050303,009142
1377543,20357565,25,20050204,243361
1377710,29984,25,20050303,138466
1377814,195488,25,20050223,014447
1377821,177188,25,20050302,005080
1377830,20821565,25,20050224,
1377833,20821574,25,20050223,
1377834,875777,25,20050224,101811
1377835,739758,25,20050224,100012
1377889,833699,25,20050224,
1377962,97199,25,20050302,007985
1377978,4205360,25,20050302,
1377987,3434256,25,20050224,150681
1378002,36197,25,20050304,063385
1378059,294585,25,20050304,008245
1378505,32727,25,20050304,016382
1378550,30643,25,20050228,014960
1378552,108856,25,20050224,005606
1378900,4217702,25,20050302,
1378906,33710,25,20050302,147638
1379114,874402,25,20040429,270267
1379198,661102,25,20050304,015673
1379198,664194,25,20050304,
1379198,1151247,25,20050304,260304
1379198,1589616,25,20050304,
1485765,135827,25,20050303,006127
1485766,105448,25,20050303,132740
1485768,21835,25,20050303,012141
1485779,6435221,25,20050225,
1485787,212904,25,20050304,122094
1485788,8540778,25,20050306,
1485802,30773,25,20050307,016476
1485825,124192,25,20050303,161903
1485828,34200,25,20050301,175084
1485831,399217,25,20050303,120835
1485832,339257,25,20050303,024689
1485839,250312,25,20050301,001478
1485840,650516,25,20050224,015289
1485870,107629,25,20050307,
1485895,1515567,25,20050307,252939
1485913,4223326,25,20050225,
1485987,527041,25,20050225,201706
1486229,1058852,25,20050228,
1486236,139488,25,20050225,007154
1486237,173007,25,20050228,003066
1486237,821389,25,20050228,164471
1486247,7675730,25,20050225,006307
1486312,25933,25,20050225,012485
1486340,10242415,25,20050301,
1486391,266017,25,20050303,014489
1486391,4816323,25,20050303,
1486391,20726495,25,20050303,
1486625,29969,25,20050307,122096
1486627,364405,25,20050307,065156
1486629,1916510,25,20050307,250678
1486645,885779,25,20050307,143912
1486652,29538,25,20050307,122674
1486676,303487,25,20050307,009719
1486676,312427,25,20050307,011191
1486690,396263,25,20050307,118122
1487166,338331,25,20050304,029948
1487672,200128,25,20050307,025495
1488457,119853,25,20050304,003221
1488458,4205357,25,20050301,
1488459,288195,25,20050301,007171
1488460,13500952,25,20050302,
1488464,26698,25,20050301,
1488465,139488,25,20050301,007154
1488466,112305,25,20050304,122514
1488469,124222,25,20050302,
1488471,106335,25,20050303,004839
1488472,655542,25,20050302,001177
1488620,874340,25,20050208,
1488742,4393710,25,20050208,164150
1488792,372969,25,20050304,025315
1488794,269027,25,20050304,004245
1488799,8510932,25,20050304,
1488805,516026,25,20050304,
1488808,4866630,25,20050304,
1489422,4261328,25,20050208,
1489422,8404460,25,20050208,
1489447,21127,25,20050208,006008
1489449,950649,25,20050305,
1489452,24691,25,20050211,
1489453,3796217,25,20050208,250739
1489453,8189031,25,20050208,031650
1489466,13544210,25,20050208,271286
1489488,514044,25,20050307,002290
1489495,297799,25,20050218,008716
1489510,20874754,25,20050208,
1489518,29146,25,20050301,
1489596,170260,25,20050303,002137
1489596,376406,25,20050303,065501
1489605,389559,25,20050307,015190
1489608,528414,25,20050307,140760
1489615,279862,25,20050307,005772
1489630,348123,25,20050307,062559
1489938,106335,25,20050207,004839
1489944,878762,25,20050216,025607
1489990,406782,25,20050308,111629
1490182,27624,25,20050308,154255
1490396,346667,25,20050308,029826
1490396,1348220,25,20050308,146156
1490687,388797,25,20050308,112878
1490694,24568,25,20050303,141384
1490694,20703080,25,20050303,
1490694,39441678,25,20050303,
1491288,357301,25,20050309,063959
1491289,396263,25,20050309,118122
1491292,1436196,25,20050309,118673
1491296,406896,25,20050309,061745
1491297,406782,25,20050309,111629
1491812,298893,25,20050309,008872
1491813,3565154,25,20050309,154709
1491816,527995,25,20050308,119813
1491859,139673,25,20050309,009459
1491917,20902510,25,20050309,
1491929,4161650,25,20050307,016051
1491939,110001,25,20050309,060900
1492263,260494,25,20050207,003011
1492265,8813160,25,20041209,
1492408,889688,25,20050308,
1492420,7901979,25,20050307,243177
1492441,875184,25,20050310,
1492441,3534152,25,20050310,
1492441,3536474,25,20050310,
1492441,5705659,25,20050310,
1492723,876160,25,20050310,102373
1492848,135470,25,20050310,001440
1492848,189848,25,20050310,010507
1492848,279513,25,20050310,005742
1492848,6158000,25,20050310,016504
1492873,314896,25,20050310,023978
1492932,26977,25,20050310,010484
1493334,873832,25,20050308,010862
1493361,29726,25,20050308,024468
1493361,269027,25,20050308,004245
1493849,4272352,25,20050310,
1493898,124192,25,20050307,161903
1493908,2377873,25,20050310,
1493937,681413,25,20050310,
1493937,20915128,25,20050310,
1493940,410467,25,20050310,015576
1494087,107911,25,20050310,007750
1494176,20934511,25,20050310,
1494202,276253,25,20050308,005306
1494207,305831,25,20050308,016403
1494450,247830,25,20050303,013503
1494497,2384543,25,20050309,
1494499,99674,25,20050309,
1494520,876149,25,20050223,209136
1494555,682982,25,20050224,021009
1494593,257948,25,20050308,002574
1494594,29726,25,20050308,024468
1494676,9171046,25,20050311,
1494677,2791905,25,20050311,006042
1494683,91800,25,20050310,062634
1494699,249125,25,20050224,013708
1494701,4050347,25,20050303,
1494714,29146,25,20050225,
1494714,166526,25,20050225,
1494716,20785099,25,20050225,219962
1494718,5479884,25,20050225,278626
1494721,359460,25,20050225,064640
1494737,262756,25,20050308,012718
1494742,6810012,25,20050310,
1494793,98446,25,20050310,
1494793,106577,25,20050310,007980
1494821,339257,25,20050311,024689
1494928,21835,25,20050311,012141
1494968,29726,25,20050310,024468
1494970,1797470,25,20050310,148509
1494984,26241,25,20050311,064515
1495021,24281,25,20050311,001111
1495021,6513193,25,20050311,
1495024,4240255,25,20050311,
1495034,339257,25,20050311,024689
1495046,3452554,25,20050311,
1495056,10642283,25,20050311,160855
1495059,676352,25,20050311,160302
1495061,1261518,25,20050311,243260
1495061,11211579,25,20050311,
1495113,91797,25,20050216,004040
1495214,242090,25,20050303,029290
1495214,398625,25,20050303,114628
1495245,377135,25,20050311,066379
1495255,3161797,25,20050311,114424
1495261,21835,25,20050311,012141
1495261,24689,25,20050311,025056
1495297,238570,25,20050309,010920
1495300,20953023,25,20050211,
1495305,877814,25,20050211,
1495340,26175,25,20050303,065702
1495354,111756,25,20050303,137611
1495375,35961,25,20050211,063057
1495405,29726,25,20050303,024468
1495628,10460439,25,20050304,
1495752,517300,25,20050304,100957
1495841,36712,25,20050304,
1495847,26866,25,20050311,024779
1495847,33475,25,20050311,
1496014,20940912,25,20050302,
1496037,250312,25,20050302,001478
1496238,364405,25,20050311,065156
1496241,34391,25,20050311,134044
1496242,273276,25,20050311,004843
1496250,325161,25,20050311,027997
1496265,3605990,25,20050311,160254
1496269,23021,25,20050214,009818
1496269,24937,25,20050214,001690
1496288,94192,25,20050311,023810
1496300,4533110,25,20050311,
1496417,332874,25,20050309,030539
1496417,4218946,25,20050309,
1496417,20966061,25,20050309,
1496433,338943,25,20050309,011124
1496508,2125091,25,20050308,142906
1496558,681753,25,20050303,012639
1496562,20672755,25,20050303,206471
1496595,803330,25,20050213,145854
1496595,1062660,25,20050213,
1496599,135311,25,20050212,030697
1496612,26241,25,20050311,064515
1496615,110001,25,20050311,060900
1496634,107911,25,20050311,007750
1496641,91675,25,20050311,011300
1496662,18749,25,20050311,064768
1496726,20956115,25,20050303,
1496810,35444,25,20050303,062494
1496815,31335,25,20050211,031549
1499155,1379992,25,20050214,158741
1499372,1412815,25,20050215,259382
1499452,401715,25,20050309,100243
1499651,9794333,25,20050304,
1500146,34300895,25,20050214,
1500214,1560395,25,20050307,162354
1500333,252186,25,20050215,004973
1500347,23021,25,20050216,009818
1501121,1579389,25,20050307,001388
1501238,5872591,25,20050216,
1501306,4717236,25,20050308,
1501330,319276,25,20050308,024503
1501402,103659,25,20050308,
1501402,121853,25,20050308,
1501407,5522544,25,20050308,203900
1501435,678248,25,20050216,065095
1501438,21731212,25,20050308,
1501458,21731301,25,20050308,
1501579,1038346,25,20050314,143869
1501601,24762,25,20050314,145512
1501601,4272573,25,20050314,
1501851,4183014,25,20050308,
1501858,21731733,25,20050217,
1501892,13664579,25,20050217,
1501917,3185065,25,20050308,
1501919,380011,25,20050308,221616
1502018,391687,25,20050308,003243
1502019,798000,25,20050217,012246
1502049,873701,25,20050314,006203
1502259,516026,25,20050314,
1502516,399846,25,20050314,121513
1502533,29984,25,20050314,138466
1502552,108522,25,20050314,007506
1502573,316877,25,20050314,025021
1502585,406236,25,20050314,126461
1502882,27321,25,20050314,062336
1503128,13624430,25,20050314,165555
1503129,370833,25,20050314,065527
1503151,269027,25,20050314,004245
1503383,273276,25,20050314,004843
1503490,269027,25,20050309,004245
1504125,172899,25,20050308,002547
1504127,21759164,25,20050217,
1504143,321088,25,20050217,100039
1504143,5575412,25,20050217,253759
1504148,7687767,25,20050308,250078
1504150,203028,25,20050309,028034
1504156,4204903,25,20050315,
1504173,316877,25,20050315,025021
1504320,33982,25,20050310,009359
1504545,11146730,25,20050310,
1504570,5479820,25,20050310,
1504630,4273289,25,20050315,
1504675,4200947,25,20050310,
1504724,415800,25,20050315,027795
1504890,162721,25,20050315,007081
1504923,525350,25,20050315,014022
1505190,284038,25,20050315,006598
1505194,251230,25,20050315,001704
1505490,4275894,25,20050310,
1505491,21767661,25,20050310,
1505512,878201,25,20050310,030014
1505520,553098,25,20050315,
1505522,29978,25,20050217,136186
1505756,1861276,25,20050315,
1505972,552756,25,20050311,024577
1505973,883277,25,20050311,213009
1506018,21769936,25,20050311,
1506061,700839,25,20050218,012731
1506476,334451,25,20050311,030117
1506486,32856248,25,20050311,
1506488,370857,25,20050219,002285
1506493,11828010,25,20050311,
1506687,399960,25,20050316,065986
1506687,13706153,25,20050316,
1506694,528414,25,20050311,140760
1506694,768440,25,20050311,004060
1506698,881640,25,20050311,222376
1506805,34686,25,20050312,065841
1506817,32702,25,20050312,024931
1506903,357301,25,20050316,063959
1507006,34317,25,20050316,120334
1507020,658776,25,20050316,002968
1507093,25933,25,20050316,012485
1508057,9274393,25,20050221,
1508218,313055,25,20050316,011259
1508357,396263,25,20050315,118122
1508362,739693,25,20050314,142953
1508376,272419,25,20050316,004740
1508386,99097,25,20050315,
1508401,983017,25,20050316,
1508423,2763844,25,20050316,
1508482,112350,25,20050314,006066
1508745,31348,25,20050315,007228
1508746,291795,25,20050315,007881
1508749,291795,25,20050315,007881
1508769,21786283,25,20050316,
1508792,11323915,25,20050315,
1508792,21731301,25,20050315,
1508800,273276,25,20050316,004843
1508867,4204903,25,20050316,
1508958,33508,25,20050317,062612
1509116,24816,25,20050315,001602
1509118,119853,25,20050221,003221
1509124,27862,25,20050316,114524
1509128,821119,25,20050315,148241
1509138,21790500,25,20050315,
1509240,4368418,25,20050315,
1509309,92800,25,20050316,002141
1509427,212904,25,20050317,122094
1509438,26687,25,20050317,063084
1509488,324559,25,20050317,021232
1509488,7665029,25,20050317,
1509545,106335,25,20050317,004839
1509545,729388,25,20050317,100548
1509600,36712,25,20050317,
1509600,690039,25,20050317,
1509891,127790,25,20050317,138610
1509955,6314133,25,20050316,
1510366,165192,25,20050317,
1510700,329202,25,20050317,028629
1510766,292369,25,20050317,014918
1510826,3600375,25,20050317,137802
1511037,329121,25,20050317,029701
1511118,525350,25,20050315,014022
1511280,98126,25,20050318,113459
1511298,394466,25,20050318,002410
1511805,702071,25,20040922,
1511837,20342789,25,20041208,258670
1511978,879720,25,20050305,029175
1511979,8684660,25,20050305,
1512128,20725021,25,20050214,
1512380,263686,25,20050318,003502
1512421,658507,25,20050318,
1512515,702071,25,20020625,
1512652,338943,25,20050318,011124
1512654,296406,25,20050318,012757
1512666,36712,25,20050318,
1512672,19095,25,20050318,002085
1512672,2377780,25,20050318,001248
1512673,24844,25,20050318,061556
1512707,336774,25,20050318,028272
1512853,702071,25,20021206,
1512920,21935647,25,20050125,
1513027,6521087,25,20050304,212658
1513074,1613931,25,20050304,
1513075,1890094,25,20050305,
1513087,427854,25,20050305,101352
1513388,844756,25,20050318,
1514268,360498,25,20050224,064135
1514290,3759063,25,20050224,
1514391,293515,25,20050318,008099
1514396,4160890,25,20050318,
1514504,26241,25,20050319,064515
1514546,106335,25,20050319,004839
1514561,313055,25,20050319,011259
1514839,5468022,25,20050225,
1514948,21835,25,20050318,012141
1514952,878373,25,20050319,207074
1514985,472898,25,20050319,
1515006,256565,25,20050319,013145
1515356,803330,25,20050320,145854
1515356,1062660,25,20050320,
1515384,1051739,25,20050321,152318
1515385,98492,25,20050225,132525
1515527,106335,25,20050320,004839
1515742,20705210,25,20050320,
1515742,33431233,25,20050320,
1515747,24937,25,20050225,001690
1515750,21816869,25,20050320,
1516092,33981,25,20050321,179986
1516899,21818319,25,20050321,
1516901,406782,25,20050321,111629
1516950,275442,25,20050321,005180
1517101,33604,25,20050321,064766
1517101,105448,25,20050321,132740
1517114,106335,25,20050321,004839
1517125,108856,25,20050321,005606
1517235,4422680,25,20050321,
1517536,970629,25,20050320,
1517601,641803,25,20050320,
1517601,6442750,25,20050320,
1517771,403699,25,20050303,124042
1517852,25933,25,20050322,012485
1517875,34622447,25,20050322,
1517923,115542,25,20050322,007224
1517923,4268850,25,20050322,
1517923,6640951,25,20050322,
1517923,21821145,25,20050322,
1517933,21820598,25,20050322,
1517933,21820601,25,20050322,
1517933,21821147,25,20050322,
1518002,93578,25,20050317,012603
1518012,843908,25,20050322,
1518177,311454,25,20050321,011038
1518230,4266575,25,20050321,
1518253,142318,25,20050321,147200
1518253,700891,25,20050321,
1518289,36712,25,20050321,
1518424,389559,25,20050322,015190
1518447,391687,25,20050318,003243
1518447,876782,25,20050318,268421
1518507,687130,25,20050322,101204
1518589,875667,25,20050318,060918
1518703,838923,25,20050322,166562
1518765,21821171,25,20050317,
1518871,6545245,25,20050322,
1518871,21821176,25,20050322,
1518871,21821177,25,20050322,
1518871,21821183,25,20050322,
1518905,26883,25,20050322,026011
1518905,112350,25,20050322,006066
1519378,3586246,25,20050322,
1519378,3586351,25,20050322,
1519378,3586467,25,20050322,
1519378,3586600,25,20050322,
1519378,3586794,25,20050322,
1519402,190489,25,20050322,010726
1519536,406077,25,20050322,115314
1519543,29096,25,20050322,160329
1519582,112350,25,20050322,006066
1519582,655659,25,20050322,004818
1519649,525350,25,20050322,014022
1519706,6034894,25,20050320,
1519866,10437980,25,20050322,
1519993,4211892,25,20050322,
1519998,1342534,25,20050228,144795
1520125,563937,25,20050322,015634
1520389,935161,25,20050322,
1520392,9478011,25,20050323,
1520393,166865,25,20050322,
1520394,396263,25,20050323,118122
1520400,680500,25,20050323,
1520452,373545,25,20050322,023667
1520467,303504,25,20050323,013625
1520580,30785,25,20050228,061552
1520580,108856,25,20050228,005606
1520643,21803,25,20050301,007267
1520771,357301,25,20050323,063959
1520925,7372777,25,20050304,
1520967,879149,25,20050301,211695
1521125,107534,25,20050323,010787
1521140,252431,25,20050323,023767
1521712,364405,25,20050323,065156
1521722,269027,25,20050323,004245
1521762,798523,25,20050323,244377
1521792,873792,25,20050323,010622
1522316,27189,25,20050323,144396
1522399,35002,25,20050324,010232
1522456,7704527,25,20050324,
1522463,247611,25,20050324,012484
1522495,413817,25,20050323,064835
1522500,335774,25,20050323,022383
1522630,257762,25,20050301,002558
1522659,294639,25,20050324,008247
1522693,4165039,25,20050323,
1522709,882417,25,20050323,273468
1522709,13626717,25,20050323,208359
1522803,21823443,25,20050324,
1522872,327460,25,20050324,029001
1522886,111572,25,20050324,142390
1522933,311595,25,20050324,011056
1523171,281822,25,20050324,013067
1523196,33530,25,20050324,122921
1523200,271135,25,20050324,004601
1523247,357301,25,20050324,063959
1523270,409268,25,20050324,222111
1523270,21826981,25,20050324,
1523403,273276,25,20050324,004843
1523418,339257,25,20050324,024689
1523688,362220,25,20050324,064891
1523690,1470563,25,20050324,
1523695,722183,25,20050324,
1523710,124192,25,20050324,161903
1523747,90880,25,20050324,130049
1523763,139677,25,20050324,006266
1523763,317627,25,20050324,025279
1523770,10765761,25,20050324,185009
1523793,30547,25,20050324,025627
1524057,8101878,25,20050324,293827
1524061,377135,25,20050324,066379
1524088,21827450,25,20050324,
1524391,212904,25,20050325,122094
1524397,271135,25,20050325,004601
1524398,271077,25,20050325,004600
1524453,6562369,25,20050318,
1524847,99097,25,20050224,
1524847,411254,25,20050224,133767
1524889,21768494,25,20050325,
1531043,878511,25,20050303,102847
1531525,28703,25,20050303,004885
1531557,3037453,25,20050326,
1531945,617569,25,20050304,100479
1532139,91800,25,20050328,062634
1532246,26678,25,20050328,
1532265,7910758,25,20050328,
1532265,10654436,25,20050328,
1532728,23021,25,20050328,009818
1532869,2118386,25,20050328,
1532869,6883545,25,20050328,152035
1532883,3109895,25,20050328,106272
1532883,21844377,25,20050328,
1532883,21844396,25,20050328,
1533119,177126,25,20050328,005073
1533494,3109242,25,20050328,062376
1533620,27963,25,20050328,016721
1533626,93488,25,20050328,126322
1533648,33328,25,20050328,008762
1533819,92578,25,20050328,116772
1534490,24950,25,20050328,063945
1534490,26468,25,20050328,065042
1534552,30746925,25,20050329,
1535076,29374,25,20050329,012589
1535289,260494,25,20050306,003011
1535289,8510932,25,20050306,
1535291,9326811,25,20050325,264367
1535292,21854567,25,20050326,
1535295,254965,25,20050326,002146
1536018,254847,25,20050306,002222
1536018,308047,25,20050306,014538
1536018,323452,25,20050306,008020
1536098,36235,25,20050328,024344
1536122,27963,25,20050329,016721
1536127,27687,25,20050307,
1536128,4217473,25,20050329,
1536654,516026,25,20050329,
1536747,679549,25,20050329,
1536798,21860619,25,20050330,
1536812,359461,25,20050330,064542
1536812,1342647,25,20050330,
1537106,35303,25,20050329,010519
1537302,308047,25,20050329,014538
1537302,4278220,25,20050329,
1537325,6478592,25,20050329,
1537325,8789252,25,20050329,
1537326,21864974,25,20050329,
1537326,21864980,25,20050329,
1537498,26021446,25,20050330,
1537605,25933,25,20050330,012485
1537802,7641350,25,20050329,
1537804,31348,25,20050330,007228
1537805,396414,25,20050330,029322
1537828,21127,25,20050308,006008
1537840,264625,25,20050330,
1538425,1757118,25,20050329,
1538465,21866092,25,20050308,001114
1538502,516026,25,20050330,
1538700,19049,25,20050328,007647
1538701,331852,25,20050328,007672
1538706,34391,25,20050330,134044
1538735,231573,25,20050330,129418
1539445,380075,25,20050329,201395
1539445,1379992,25,20050329,158741
1539447,177126,25,20050330,005073
1539653,390603,25,20050330,027517
1539706,30773,25,20050308,016476
1539709,21879277,25,20050329,
1539719,5870804,25,20050308,
1539721,21803,25,20050308,007267
1539920,27483,25,20050331,138464
1539920,30781,25,20050331,133868
1539971,396353,25,20050328,117036
1540053,1276098,25,20050329,213144
1540393,355786,25,20050331,024378
1540393,358380,25,20050331,064451
1540393,7653378,25,20050331,
1540419,247483,25,20050331,001078
1540419,25392162,25,20050331,010772
1540441,264048,25,20050331,144559
1540443,238570,25,20050331,010920
1540487,3590618,25,20050331,112171
1540506,878399,25,20050330,207045
1540542,291981,25,20050329,007906
1540603,345755,25,20050331,031691
1540680,269027,25,20050331,004245
1540726,250312,25,20050330,001478
1541589,182505,25,20050331,012459
1541636,6544307,25,20050329,
1541643,21880685,25,20050329,
1541643,21880719,25,20050329,
1541650,112305,25,20050330,122514
1541898,5533194,25,20050309,
1542375,1469970,25,20050331,
1542630,9560400,25,20050401,
1542862,21902677,25,20050331,
1542863,108522,25,20050331,007506
1542967,6463097,25,20050330,
1542969,325161,25,20050330,027997
1543128,874168,25,20050401,100486
1543137,20672755,25,20050331,206471
1543142,3564772,25,20050331,
1543142,10037819,25,20050331,163993
1543323,406782,25,20050401,111629
1543583,873792,25,20050324,010622
1543617,27103,25,20050127,139985
1543629,1342572,25,20050331,123715
1543645,96079,25,20050331,029241
1543645,311343,25,20050331,011035
1543645,3777830,25,20050331,
1543694,4855487,25,20050330,258784
1543694,21912045,25,20050330,
1543771,278679,25,20050331,005680
1543812,5566284,25,20050401,
1543814,5493310,25,20050310,
1543814,6731316,25,20050310,
1543814,9067528,25,20050310,
1543814,11479468,25,20050310,
1543916,26241,25,20050401,064515
1543917,396263,25,20050401,118122
1543923,389559,25,20050401,015190
1544055,874002,25,20050325,101120
1544087,106335,25,20050325,004839
1544095,290203,25,20050325,007637
1544293,882319,25,20050303,213198
1544440,96161,25,20050401,004066
1544447,4322996,25,20050401,
1544451,4165214,25,20050401,
1544480,8348782,25,20050401,
1544580,525350,25,20050330,014022
1544647,9532073,25,20050330,161093
1544717,392086,25,20050309,028716
1544726,404460,25,20050401,109823
1544731,377732,25,20050401,100737
1544734,331852,25,20050401,007672
1544756,26486,25,20050401,064356
1544756,27098,25,20050401,135865
1544780,364405,25,20050401,065156
1544786,173840,25,20050401,003532
1544790,357301,25,20050401,063959
1544794,406338,25,20050401,004503
1544916,4160890,25,20050302,
1545547,10525697,25,20050401,
1545897,2791905,25,20050401,006042
1546239,33530,25,20050401,122921
1546240,322495,25,20050401,014802
1546244,320433,25,20050401,007114
1546244,877066,25,20050401,251303
1546270,287266,25,20050401,007253
1546271,309162,25,20050311,010671
1546284,254291,25,20050401,013365
1546291,27133,25,20050401,023877
1546379,19049,25,20050401,007647
1546514,24937,25,20050314,001690
1546642,26241,25,20050404,064515
1546747,22187,25,20050401,
1546747,4480985,25,20050401,208586
1546847,253702,25,20050313,002034
1546863,21835,25,20050313,012141
1547409,275442,25,20050315,005180
1547607,25861,25,20050404,119893
1547621,34933,25,20050404,024795
1547621,111406,25,20050404,
1548009,121853,25,20050404,
1548823,410416,25,20050404,008488
1548823,4291421,25,20050404,
1548823,4471495,25,20050404,
1548833,105448,25,20050404,132740
1548948,6857506,25,20050315,
1548948,9617257,25,20050315,266305
1549011,288502,25,20050315,007257
1549025,11487194,25,20050315,161857
1549025,20904151,25,20050315,
1549028,377135,25,20050404,066379
1549081,35650,25,20050404,
1549093,19049,25,20050404,007647
1549093,391687,25,20050404,003243
1549141,9518186,25,20050312,
1549141,21927605,25,20050312,
1549294,21927624,25,20050315,
1549294,21927626,25,20050315,
1549429,880181,25,20050404,029407
1549633,3774283,25,20050315,
1549634,6929472,25,20050404,
1549634,7731428,25,20050404,136266
1549635,396263,25,20050404,118122
1549644,296527,25,20050401,008549
1549696,879409,25,20050316,104608
1549765,12438259,25,20050316,
1549765,21928060,25,20050316,
1550067,6726508,25,20050405,
1550489,323502,25,20050316,015319
1550584,248001,25,20050405,001173
1550630,21936055,25,20050405,
1550698,32012,25,20050405,147579
1550836,339257,25,20050405,024689
1550859,20702774,25,20050405,
1551036,20332663,25,20050404,247442
1551090,472898,25,20050405,
1551239,299515,25,20050403,020783
1551269,266150,25,20050405,003839
1551446,26698,25,20050405,
1551806,21944480,25,20050402,
1551813,107633,25,20050405,011456
1551814,271329,25,20050405,004608
1551814,998610,25,20050405,
1551814,6872351,25,20050405,
1551814,21944558,25,20050405,
1552336,238711817,25,20050401,
1552344,271135,25,20050315,004601
1552346,21949621,25,20050402,
1552347,13639439,25,20050402,
1552369,396263,25,20050405,118122
1552690,7185234,25,20050402,
1552694,42398253,25,20050404,
1552696,30133,25,20050404,
1552696,336160,25,20050404,031846
1552698,30746,25,20050404,206613
1552701,3608706,25,20050317,245697
1552704,139673,25,20050404,009459
1552950,1266531,25,20050406,162140
1552950,1586514,25,20050406,
1552973,124192,25,20050406,161903
1553063,286548,25,20050406,013561
1553147,31804,25,20050406,148287
1553147,3549636,25,20050406,
1553332,91800,25,20050406,062634
1553802,398625,25,20050406,114628
1553805,334862,25,20050406,029282
1553896,27963,25,20050406,016721
1553936,345779,25,20050405,029955
1553965,278369,25,20050405,005589
1553980,416620,25,20050406,144496
1554626,313055,25,20050404,011259
1554627,7694827,25,20050404,
1554628,275442,25,20050405,005180
1554629,34917,25,20050405,012144
1554631,874979,25,20050405,
1554674,881469,25,20050406,065238
1554697,36840,25,20050407,
1554697,182707,25,20050407,007772
1554790,391250,25,20050405,062129
1554793,516026,25,20050405,
1554871,21960887,25,20050228,
1554884,31539,25,20050406,135805
1554980,286548,25,20050406,013561
1555095,417206,25,20050407,010984
1555188,472898,25,20050407,
1555266,20729156,25,20050407,
1555848,34622447,25,20050314,
1555849,97518,25,20050314,
1555900,200128,25,20050314,025495
1555946,29731,25,20050406,062396
1555947,135144,25,20050407,112040
1555957,260583,25,20050407,002960
1555961,284342,25,20050407,006502
1555966,286548,25,20050407,013561
1556058,6655828,25,20050405,
1556109,106772,25,20050407,017828
1556280,290784,25,20050310,007692
1556342,170388,25,20050401,001998
1556522,103375,25,20050311,100080
1556546,1319083,25,20050331,152249
1556589,112383,25,20050331,065562
1556589,4233154,25,20050331,
1556629,7687767,25,20050331,250078
1556662,162270,25,20050331,008530
1556684,310310,25,20050401,002504
1556728,254291,25,20050310,013365
1556750,338943,25,20050401,011124
1556782,2230352,25,20050310,
1557045,1536147,25,20050331,214509
1557194,20357071,25,20050311,
1557274,294338,25,20050401,008214
1557411,177188,25,20050314,005080
1557413,242090,25,20050405,029290
1557454,874769,25,20041129,103926
1558050,21563,25,20050405,062550
1558050,24689,25,20050405,025056
1558050,25130,25,20050405,121834
1558050,29096,25,20050405,160329
1558050,30936,25,20050405,122917
1558050,91800,25,20050405,062634
1558050,191564,25,20050405,003980
1558050,406009,25,20050405,062388
1558050,866370,25,20050405,
1558053,874979,25,20050406,
1558063,558837,25,20050406,236138
1558063,9477062,25,20050406,
1558075,391687,25,20050318,003243
1558109,6521087,25,20050406,212658
1558121,4142986,25,20050318,
1558123,97518,25,20050319,
1558154,33103494,25,20050321,
